,x,y,label
79,5.2561984,3.6344872,m6A
80,-0.4141099,3.671099,m6A
81,9.810021,3.4202046,m6A
82,5.1720743,6.759959,m6A
83,4.5660787,4.1842127,m6A
84,0.025523659,2.8872647,m6A
85,4.486747,5.0690565,m6A
86,5.74535,3.3538904,m6A
87,8.203893,-2.847797,m6A
88,4.004047,4.133726,m6A
89,1.535551,8.576023,m6A
90,-0.4757531,4.2965393,m6A
91,5.6066384,3.4545462,m6A
92,0.1277664,2.7773366,m6A
93,-3.4113028,2.079106,m6A
94,4.247926,5.177275,m6A
95,6.260473,2.5448422,m6A
96,8.466321,-2.9680529,m6A
97,4.085138,4.1251516,m6A
98,0.26907414,2.8306966,m6A
99,0.4854506,3.4091094,m6A
100,-0.35412124,4.2620125,m6A
101,-3.4428132,2.778412,m6A
102,3.9009993,6.107013,m6A
103,-4.285191,3.119145,m6A
104,4.6757393,4.67355,m6A
105,-3.4621763,1.9811789,m6A
106,-0.49322847,3.6569426,m6A
107,5.8419785,3.096721,m6A
108,4.1634398,4.561565,m6A
109,3.8128014,6.1985555,m6A
110,-2.814789,2.5662384,m6A
111,8.843968,-2.9300196,m6A
112,0.5888999,3.2810688,m6A
113,3.638649,6.418166,m6A
114,-0.27883172,5.402909,m6A
115,8.431149,-2.927636,m6A
116,-0.28808868,5.35316,m6A
117,-3.428736,2.0087886,m6A
118,7.981242,-2.7479532,m6A
119,4.7104006,3.9464793,m6A
120,4.440945,5.2615347,m6A
121,6.0995307,2.8223114,m6A
122,-3.9708376,2.9540794,m6A
123,4.0962734,4.4888225,m6A
124,4.304167,4.4710608,m6A
125,5.5451317,3.554016,m6A
126,0.8969492,3.440122,m6A
127,4.574921,4.1195107,m6A
128,3.94304,4.233454,m6A
129,0.22312823,2.7830763,m6A
130,8.907991,-2.8546195,m6A
131,-3.4979599,1.9498538,m6A
132,8.331833,-2.651944,m6A
133,5.1675196,6.953573,m6A
134,-0.44314724,4.18972,m6A
135,9.718487,-0.04485676,m6A
136,-1.0182577,4.9166574,m6A
137,0.84646463,9.944111,m6A
138,5.9811535,2.467789,m6A
139,9.345369,-1.724453,m6A
140,0.24805176,2.846847,m6A
141,9.741902,0.7241505,m6A
142,-1.2703288,4.344729,m6A
143,-4.694926,4.2821136,m6A
144,3.409654,6.688378,m6A
145,-1.8254877,4.2335896,m6A
146,3.018774,8.384503,m6A
147,7.945795,-1.7357023,m6A
148,8.142892,-2.4833455,m6A
149,2.2969093,8.484704,m6A
150,9.383957,-1.523849,m6A
151,6.4156027,2.2361746,m6A
152,0.16753589,3.5859368,m6A
153,-4.1322937,3.0578616,m6A
154,-2.9355197,3.118158,m6A
155,8.803949,-3.0263379,m6A
156,-2.2439206,4.9592757,m6A
157,-0.36427465,5.307564,m6A
158,9.29883,-2.2808087,m6A
159,6.1103215,1.7408696,m6A
160,4.997741,7.6834016,m6A
161,-0.97940505,4.0497246,m6A
162,9.431701,-1.0933948,m6A
163,-1.0664916,4.905326,m6A
164,7.9958596,-2.6103039,m6A
165,5.1849875,6.9151835,m6A
166,1.131642,10.474904,m6A
167,2.1200054,9.468447,m6A
168,0.00529628,6.3363104,m6A
169,-1.1679232,4.23893,m6A
170,3.4275997,6.676917,m6A
171,3.5891235,6.4683394,m6A
172,-2.9784636,2.9770834,m6A
173,-3.047367,2.4492574,m6A
174,1.070991,9.240943,m6A
175,1.2319688,10.5549555,m6A
176,6.527134,2.2907605,m6A
177,3.5088303,6.5881143,m6A
178,-0.17529818,2.985518,m6A
179,5.6244893,3.386503,m6A
180,8.803526,-2.4926484,m6A
181,1.2714772,9.4215145,m6A
182,4.0069942,4.251509,m6A
183,1.3650478,9.881779,m6A
184,2.878014,8.4755335,m6A
185,5.139538,7.0703855,m6A
186,-5.4355984,5.3800564,m6A
187,-0.32993543,3.7493682,m6A
188,9.837725,3.407734,m6A
189,-0.4782804,3.6329024,m6A
190,-1.5322173,4.1924353,m6A
191,-5.179831,3.2531178,Unmodified
192,2.3046808,10.497417,Unmodified
193,1.533029,9.769929,Unmodified
194,-3.8369927,6.7500706,Unmodified
195,9.784195,0.15505256,Unmodified
196,-1.7979704,4.8452845,Unmodified
197,-5.5150843,5.480425,Unmodified
198,-4.541487,5.8085713,Unmodified
199,2.6138742,10.014391,Unmodified
200,2.5509827,9.854935,Unmodified
201,-0.034441642,6.167227,Unmodified
202,8.074024,-1.7448312,Unmodified
203,8.238093,-1.5740135,Unmodified
204,9.870883,0.40388596,Unmodified
205,4.6419206,8.10313,Unmodified
206,2.1651952,10.439796,Unmodified
207,-1.1778661,5.313664,Unmodified
208,-4.715687,4.2625675,Unmodified
209,9.893416,3.3723047,Unmodified
210,-5.475727,3.1479805,Unmodified
211,1.2804344,10.374145,Unmodified
212,-1.4840555,8.063469,Unmodified
213,6.4929714,1.3930168,Unmodified
214,8.04212,-2.7752979,Unmodified
215,4.7350874,8.083392,Unmodified
216,4.7994413,8.287746,Unmodified
217,6.4299254,0.3978179,Unmodified
218,6.378655,0.559557,Unmodified
219,4.561511,8.583545,Unmodified
220,5.7801228,-0.4250804,Unmodified
221,6.6921577,1.1225617,Unmodified
222,1.8840379,10.431651,Unmodified
223,-3.8952007,6.8656807,Unmodified
224,-5.2867026,3.3253405,Unmodified
225,1.0254755,9.743005,Unmodified
226,-1.7599027,8.0922,Unmodified
227,-1.3345023,5.1080537,Unmodified
228,6.573466,1.2713187,Unmodified
229,1.0487767,10.455448,Unmodified
230,5.88231,-0.31477612,Unmodified
231,6.3895636,0.38190076,Unmodified
232,4.415822,8.017889,Unmodified
233,-1.9700596,4.378786,Unmodified
234,-5.2980957,5.7893653,Unmodified
235,9.424744,-2.2176147,Unmodified
236,-3.6103342,6.5415053,Unmodified
237,3.661562,9.215897,Unmodified
238,9.623345,-0.1748734,Unmodified
239,-5.4407544,3.15331,Unmodified
240,-1.1458427,6.6760774,Unmodified
241,-1.322437,5.131799,Unmodified
242,-4.6683326,4.37479,Unmodified
243,2.1530704,10.450998,Unmodified
244,3.2461174,10.293217,Unmodified
245,-1.118793,6.917419,Unmodified
246,4.717322,8.409784,Unmodified
247,-1.4323255,7.7394967,Unmodified
248,-3.9924295,6.351688,Unmodified
249,9.549948,-0.8017143,Unmodified
250,3.0270715,8.2922325,Unmodified
251,1.4108697,10.6123495,Unmodified
252,8.377457,-1.6912397,Unmodified
253,-4.490425,5.8745737,Unmodified
254,-1.6794158,4.8760095,Unmodified
255,6.21355,1.0165535,Unmodified
256,-1.6794147,8.008977,Unmodified
257,-5.4070287,3.457117,Unmodified
258,6.038759,-0.114780895,Unmodified
259,6.027892,2.6929193,Unmodified
260,5.0190225,7.694382,Unmodified
261,9.838697,0.53035647,Unmodified
262,-2.3064256,5.007872,Unmodified
263,-5.334066,5.7832713,Unmodified
264,7.942025,-2.6201181,Unmodified
265,6.613593,0.4879663,Unmodified
266,9.805138,0.30817005,Unmodified
267,5.0379,6.975442,Unmodified
268,-3.9593656,6.9444833,Unmodified
269,-5.4363575,3.2018063,Unmodified
270,2.1264033,10.456839,Unmodified
271,-1.3925352,6.701633,Unmodified
272,9.82723,3.4382973,Unmodified
273,4.5169954,8.621219,Unmodified
274,3.4258099,9.796728,Unmodified
275,-1.9833529,7.7378817,Unmodified
276,4.439709,8.67653,Unmodified
277,5.934498,2.7603557,Unmodified
278,9.486281,-1.0178603,Unmodified
279,2.6544578,9.998727,Unmodified
280,1.4764471,8.763904,Unmodified
281,-5.353844,3.642633,Unmodified
282,6.3063345,1.5507709,Unmodified
283,-2.0220077,7.695073,Unmodified
284,-5.2493405,5.928741,Unmodified
285,2.7434237,8.41306,Unmodified
286,6.11656,2.4598615,Unmodified
287,9.4714,-1.913215,Unmodified
288,3.1131063,9.893976,Unmodified
289,-1.83068,7.5496445,Unmodified
290,-1.1331826,7.436323,Unmodified
291,-1.0730301,6.9358363,Unmodified
292,-5.5202084,5.45041,Unmodified
293,6.57654,1.1605885,Unmodified
294,-5.495991,3.1183066,Unmodified
295,6.640821,0.52550924,Unmodified
296,-5.2788615,5.887096,Unmodified
297,-1.3324908,5.0332747,Unmodified
298,6.0839114,1.4329205,Unmodified
299,5.10566,7.4796267,Unmodified
300,3.7712862,6.2772546,Unmodified
301,-3.5782237,6.571409,Unmodified
302,8.720217,-1.7768278,Unmodified
303,-1.1390243,7.434273,Unmodified
304,5.793246,-0.40819046,Unmodified
305,-0.18961574,5.7947426,Unmodified
306,9.45949,-1.1985309,Unmodified
307,-0.23778956,6.0098243,Unmodified
308,-3.9858088,7.012961,Unmodified
309,7.979477,-1.7218492,Unmodified
310,0.9144279,9.84388,Unmodified
311,4.3712087,5.3719296,Unmodified
312,6.166221,1.4146065,Unmodified
313,-4.886738,3.3213706,Unmodified
314,3.8018792,8.7081785,Unmodified
315,3.84346,8.955579,Unmodified
316,6.519833,1.4328269,Unmodified
317,2.3019247,8.574196,Unmodified
318,3.3198795,10.163163,Unmodified
319,2.2794912,10.0668335,Unmodified
320,-1.903561,7.293834,Unmodified
321,9.220449,-1.7732229,Unmodified
322,-4.015602,7.0368047,Unmodified
323,9.297991,-2.1787074,Unmodified
324,4.0228934,8.795936,Unmodified
325,-1.3308825,6.960849,Unmodified
326,9.681876,-0.14619668,Unmodified
327,-1.3179439,6.927955,Unmodified
328,3.0416503,10.319042,Unmodified
329,5.9872537,2.16026,Unmodified
330,9.454068,-1.725372,Unmodified
331,-1.8521471,8.031441,Unmodified
332,9.655577,-0.16069645,Unmodified
333,-1.4407728,7.9769974,Unmodified
334,-4.6723537,4.3411508,Unmodified
335,2.3638709,9.728248,Unmodified
336,-1.6290509,7.6799808,Unmodified
337,3.368171,8.517011,Unmodified
338,7.935234,-1.6646883,Unmodified
339,8.219309,-2.0156326,Unmodified
340,2.373404,8.47021,Unmodified
341,9.430833,-1.4305657,Unmodified
342,6.5961347,1.7781227,Unmodified
343,-1.565349,8.087587,Unmodified
344,-4.4126863,3.1507702,Unmodified
345,-4.50714,5.801648,Unmodified
346,9.043425,-1.7560012,Unmodified
347,-3.531928,6.5122194,Unmodified
348,-0.2668555,5.9375606,Unmodified
349,9.364255,-2.206694,Unmodified
350,6.1002975,1.5965348,Unmodified
351,4.4427,8.658294,Unmodified
352,-1.1202397,4.0972986,Unmodified
353,9.417246,-1.1069107,Unmodified
354,-1.5624425,7.0413566,Unmodified
355,8.116892,-2.1257405,Unmodified
356,5.1512084,7.2495003,Unmodified
357,2.5663595,10.401922,Unmodified
358,2.1618788,9.507408,Unmodified
359,-0.003608323,6.3385224,Unmodified
360,-1.5920396,4.7832923,Unmodified
361,2.3060327,9.7806425,Unmodified
362,4.6795306,8.07845,Unmodified
363,-4.501715,5.803102,Unmodified
364,-4.498469,5.9030457,Unmodified
365,0.9351995,9.091967,Unmodified
366,2.9822593,10.32628,Unmodified
367,6.7283807,2.041716,Unmodified
368,2.2613368,9.670636,Unmodified
369,-1.9941386,7.752831,Unmodified
370,5.8012214,3.1270897,Unmodified
371,9.318917,-2.25101,Unmodified
372,1.7652055,9.6477785,Unmodified
373,3.453037,9.719005,Unmodified
374,1.6258239,10.061339,Unmodified
375,2.8864787,8.466687,Unmodified
376,5.109335,7.3394675,Unmodified
377,-5.397185,5.626745,Unmodified
378,3.4031777,9.713226,Unmodified
379,9.865977,3.4096127,Unmodified
380,-1.6803267,8.178975,Unmodified
381,-1.4407154,7.9197807,Unmodified
