,x,y,label
101,10.199893,2.0935967,m6A
102,9.971165,10.356642,m6A
103,8.859757,2.3251977,m6A
104,8.502842,8.476957,m6A
105,10.6841955,1.4631159,m6A
106,9.504564,3.106777,m6A
107,6.059749,8.315867,m6A
108,11.09591,8.301816,m6A
109,10.132466,10.496467,m6A
110,10.222689,2.4493458,m6A
111,8.322665,7.5497375,m6A
112,11.259707,8.125875,m6A
113,9.630608,8.850537,m6A
114,10.171036,3.5206807,m6A
115,8.2260275,7.783167,m6A
116,10.11882,3.551884,m6A
117,10.749601,1.5192847,m6A
118,3.7599185,8.102891,m6A
119,6.95173,7.481484,m6A
120,9.789483,8.931235,m6A
121,6.361336,8.081837,m6A
122,8.700978,2.3876185,m6A
123,10.950846,8.45238,m6A
124,8.934278,8.512539,m6A
125,6.4434156,8.220381,m6A
126,11.23293,8.150232,m6A
127,7.1479106,7.4940243,m6A
128,11.082459,8.286937,m6A
129,8.480214,3.3066468,m6A
130,8.467085,7.704295,m6A
131,10.73105,1.5199703,m6A
132,3.4873395,8.132102,m6A
133,8.5717745,9.978307,m6A
134,8.669607,3.8036506,m6A
135,1.9224982,8.040405,m6A
136,10.152239,3.0409355,m6A
137,8.203885,6.5756474,m6A
138,6.788608,8.275442,m6A
139,8.419156,7.660979,m6A
140,8.669722,3.376648,m6A
141,7.306406,7.7534966,m6A
142,8.424554,4.073921,m6A
143,8.647662,2.4067872,m6A
144,10.482434,8.620827,m6A
145,9.860219,2.638298,m6A
146,9.444342,9.889252,m6A
147,3.7084773,8.20714,m6A
148,7.8787374,6.4390163,m6A
149,7.9799495,6.0556693,m6A
150,8.320407,7.7025023,m6A
151,5.9767175,7.991306,m6A
152,8.633252,4.3468504,m6A
153,10.839202,2.5483968,m6A
154,10.25917,2.3891113,m6A
155,7.0759425,6.195855,m6A
156,9.444483,3.0211635,m6A
157,8.009694,5.9287257,m6A
158,8.143291,7.8385906,m6A
159,5.9542966,8.408871,m6A
160,9.108415,8.682242,m6A
161,11.268243,8.094395,m6A
162,5.8535695,8.277753,m6A
163,9.438106,3.1204987,m6A
164,7.693764,6.581395,m6A
165,7.52276,7.8200126,m6A
166,6.317566,7.731646,m6A
167,9.776592,9.086377,m6A
168,10.598374,2.6912932,m6A
169,8.196319,3.1153517,m6A
170,6.9906917,6.472425,m6A
171,9.70618,9.097395,m6A
172,10.353178,2.3553941,m6A
173,10.961802,2.3764718,m6A
174,10.247897,10.634098,m6A
175,7.0610943,7.6466007,m6A
176,5.912201,8.032381,m6A
177,9.923745,9.074383,m6A
178,8.243587,2.9694889,m6A
179,7.0451164,8.587989,m6A
180,3.666174,8.156321,m6A
181,10.258646,10.645715,m6A
182,11.0075655,8.401499,m6A
183,5.9949207,8.36739,m6A
184,9.068537,9.8636675,m6A
185,8.533348,10.019967,m6A
186,9.727334,1.9404542,m6A
187,8.227708,6.476814,m6A
188,8.966621,8.9082155,m6A
189,10.945477,2.5548732,m6A
190,8.719707,4.233999,m6A
191,-3.0141897,-4.682902,Unmodified
192,0.7909182,-0.17530282,Unmodified
193,1.3778225,-0.315412,Unmodified
194,-1.1423262,-4.4158792,Unmodified
195,1.5003408,8.7382765,Unmodified
196,-1.512956,-3.3841329,Unmodified
197,-1.6407915,-5.469487,Unmodified
198,-1.9441587,-4.6792,Unmodified
199,0.4575968,-0.4976905,Unmodified
200,0.53396255,-0.49995977,Unmodified
201,-0.5485954,-3.0671177,Unmodified
202,0.0016795722,7.641443,Unmodified
203,-0.025049591,7.6495185,Unmodified
204,1.561239,8.72457,Unmodified
205,-0.45091254,1.1029955,Unmodified
206,1.0829301,-0.18657447,Unmodified
207,-1.5251256,-2.8392024,Unmodified
208,-2.189187,-5.264381,Unmodified
209,1.6534591,9.030961,Unmodified
210,-3.1765802,-4.5978675,Unmodified
211,1.0682724,-0.06275456,Unmodified
212,-2.742902,-2.2306802,Unmodified
213,0.7631143,6.9246793,Unmodified
214,3.0957532,8.104582,Unmodified
215,-0.25350416,1.4406856,Unmodified
216,-0.33987436,1.3853279,Unmodified
217,1.1063421,6.9471855,Unmodified
218,1.02754,6.836487,Unmodified
219,-0.6873053,1.0852497,Unmodified
220,-0.21574774,1.9867798,Unmodified
221,0.9026198,6.9584417,Unmodified
222,0.95070326,-0.040391397,Unmodified
223,-0.99600303,-4.4955397,Unmodified
224,-2.9577515,-4.4723883,Unmodified
225,1.37249,0.06188915,Unmodified
226,-2.7897518,-2.5794785,Unmodified
227,-1.542876,-2.9697995,Unmodified
228,0.77550435,6.9566073,Unmodified
229,1.2371105,0.038377505,Unmodified
230,-0.21169402,1.994385,Unmodified
231,1.0562418,6.947583,Unmodified
232,-0.4929749,0.97280943,Unmodified
233,-1.8031832,-4.17711,Unmodified
234,-1.5366086,-5.35843,Unmodified
235,0.02557918,8.521064,Unmodified
236,-1.2779448,-4.1331887,Unmodified
237,-0.30109143,0.23423517,Unmodified
238,1.0326774,8.727443,Unmodified
239,-3.028041,-4.7419405,Unmodified
240,-1.2971064,-2.410444,Unmodified
241,-1.5247482,-2.9608529,Unmodified
242,-2.1557527,-5.132816,Unmodified
243,1.1922034,-0.3089426,Unmodified
244,0.1424296,0.011082514,Unmodified
245,-1.2602973,-1.9598614,Unmodified
246,-0.40304688,1.3682076,Unmodified
247,-2.4716043,-2.1298726,Unmodified
248,-1.4960312,-4.5040154,Unmodified
249,0.7398679,8.6876335,Unmodified
250,0.7489983,0.80181223,Unmodified
251,0.93334794,0.03920722,Unmodified
252,-0.13814254,7.8256464,Unmodified
253,-1.8694965,-4.7213483,Unmodified
254,-1.5554732,-3.1574147,Unmodified
255,0.6122735,6.6903386,Unmodified
256,-2.7072406,-2.4332044,Unmodified
257,-3.0349095,-4.4356937,Unmodified
258,-0.19334857,2.0783324,Unmodified
259,0.4902825,6.1918335,Unmodified
260,0.69207263,0.9833541,Unmodified
261,1.6959984,8.564897,Unmodified
262,-1.4014937,-3.5729985,Unmodified
263,-1.4963119,-5.3592906,Unmodified
264,0.6645812,7.6944685,Unmodified
265,1.3642637,7.2405887,Unmodified
266,1.5633185,8.699992,Unmodified
267,0.86287224,0.83564675,Unmodified
268,-1.0142823,-4.58444,Unmodified
269,-3.104012,-4.5960646,Unmodified
270,1.2573867,-0.25078392,Unmodified
271,-1.5797391,-2.5233684,Unmodified
272,1.6623708,9.11862,Unmodified
273,-0.61398566,1.188064,Unmodified
274,-0.19676442,0.0967753,Unmodified
275,-2.5443888,-2.7583325,Unmodified
276,-0.6866705,1.1055988,Unmodified
277,0.4312441,6.205714,Unmodified
278,0.36047423,8.2619,Unmodified
279,0.3468523,-0.4192882,Unmodified
280,10.284771,10.670119,Unmodified
281,-2.9697366,-4.0550966,Unmodified
282,0.6502091,6.9472337,Unmodified
283,-2.6063724,-2.7532578,Unmodified
284,-1.3510153,-5.267478,Unmodified
285,0.7538335,-0.9489093,Unmodified
286,0.22165053,6.359977,Unmodified
287,0.14757632,8.59149,Unmodified
288,-0.13712978,-0.1844656,Unmodified
289,-2.4055421,-2.5705917,Unmodified
290,-2.0885625,-1.8158536,Unmodified
291,-1.3265709,-2.125198,Unmodified
292,-1.8228374,-5.451631,Unmodified
293,0.8391107,6.9314537,Unmodified
294,-3.0945053,-4.6754336,Unmodified
295,1.3197947,7.1818357,Unmodified
296,-1.4146732,-5.294352,Unmodified
297,-1.5066867,-3.0459402,Unmodified
298,0.4060862,6.6046505,Unmodified
299,0.8010654,0.9665166,Unmodified
300,0.9567486,-0.84346616,Unmodified
301,-0.99384105,-4.0345225,Unmodified
302,-0.12915264,7.97757,Unmodified
303,-2.0353296,-1.7845191,Unmodified
304,-0.22960816,1.9845141,Unmodified
305,-0.54554456,-2.9815724,Unmodified
306,0.38354725,8.325684,Unmodified
307,-0.5393737,-2.938129,Unmodified
308,-0.9348638,-4.42561,Unmodified
309,0.07564773,7.591375,Unmodified
310,1.256025,0.12710056,Unmodified
311,10.044518,10.418302,Unmodified
312,0.41399032,6.6546206,Unmodified
313,-2.8579671,-4.861979,Unmodified
314,-0.20317094,0.683525,Unmodified
315,-0.28960302,0.5315215,Unmodified
316,0.616249,7.153413,Unmodified
317,0.43971214,-0.95484143,Unmodified
318,-0.03451401,0.088445686,Unmodified
319,0.8081689,-0.3794766,Unmodified
320,-1.9814612,-2.7444496,Unmodified
321,0.4274865,8.319387,Unmodified
322,-0.9381141,-4.389829,Unmodified
323,-0.06987735,8.395186,Unmodified
324,-0.30879244,0.7117605,Unmodified
325,-1.5478288,-2.1880412,Unmodified
326,1.0745661,8.789632,Unmodified
327,-1.4635764,-2.2326097,Unmodified
328,0.2437473,0.0011166093,Unmodified
329,0.25430232,6.3707385,Unmodified
330,0.45516747,8.680606,Unmodified
331,-2.7087998,-2.6387625,Unmodified
332,1.0802724,8.782138,Unmodified
333,-2.6481776,-2.1966665,Unmodified
334,-2.2035787,-5.1709456,Unmodified
335,0.8106718,-0.68702203,Unmodified
336,-2.5160642,-2.3229473,Unmodified
337,0.13674441,0.5881387,Unmodified
338,0.11281164,7.362833,Unmodified
339,3.3734257e-05,7.8131804,Unmodified
340,0.50804484,-0.9862963,Unmodified
341,0.47946197,8.482002,Unmodified
342,0.8396009,6.8938575,Unmodified
343,-2.8488753,-2.4679818,Unmodified
344,-2.86252,-4.836156,Unmodified
345,-2.0207207,-4.617113,Unmodified
346,0.14178361,8.153629,Unmodified
347,-1.14913,-4.048874,Unmodified
348,-0.5510771,-2.979525,Unmodified
349,0.072668694,8.511177,Unmodified
350,0.39353442,6.6002693,Unmodified
351,-0.6575458,1.0969733,Unmodified
352,8.674452,2.9680672,Unmodified
353,0.42004868,8.160572,Unmodified
354,-1.7616599,-2.4370415,Unmodified
355,0.34791303,7.753102,Unmodified
356,0.86756694,0.9171512,Unmodified
357,0.5487247,-0.036971424,Unmodified
358,1.0600806,-0.70426774,Unmodified
359,-0.6522838,-3.303815,Unmodified
360,-1.5744838,-3.1446903,Unmodified
361,0.89534545,-0.58167136,Unmodified
362,-0.32807335,1.1823509,Unmodified
363,-1.9795463,-4.6946144,Unmodified
364,-1.719762,-4.7906485,Unmodified
365,-0.5763417,-3.1970727,Unmodified
366,0.25902522,-0.009288482,Unmodified
367,0.65289646,7.608599,Unmodified
368,0.9392718,-0.6488469,Unmodified
369,-2.6158824,-2.738937,Unmodified
370,0.486349,6.105883,Unmodified
371,0.023140082,8.410666,Unmodified
372,1.2955382,-0.5566304,Unmodified
373,-0.29644904,0.109181225,Unmodified
374,1.3305372,-0.15257531,Unmodified
375,0.8881055,-0.88231117,Unmodified
376,0.85515326,0.8526752,Unmodified
377,-1.586962,-5.409411,Unmodified
378,-0.34917703,-0.040527243,Unmodified
379,1.6144329,9.0826235,Unmodified
380,-2.8672943,-2.662334,Unmodified
381,-2.6602411,-2.2457414,Unmodified
